pref,city,name,zip,addr,phone,note
三重県,桑名市,松岡医院ひろば型子育て支援センター,5110851,桑名市西別所302,,
三重県,桑名市,桑名市地域子育て支援センター,5110811,桑名市東方1895‐1,,
三重県,桑名市,桑名市子ども・子育て応援センター「にこにこ」,5110863,桑名市新西方１丁目２２,,
三重県,桑名市,桑名市子ども・子育て応援センター「ぽかぽか」,5110009,桑名市桑名市陽だまりの丘4丁目2201番地2,,
三重県,桑名市,桑名市子ども・子育て応援センター「キラキラ」,5110811,桑名市大字東方301-4,,
三重県,桑名市,長島地域子育て支援センター,5111125,桑名市長島町源部外面337,,
三重県,津市,あのう子育て支援センターわくわくランド,5142326,津市安濃町東観音寺418,,
三重県,津市,たるみ子育て支援センター「かるがも」,5140821,津市垂水1300,,
三重県,津市,ブルーベリー,5140305,津市雲出島貫町1735-5,,
三重県,津市,大門いこにこ広場,5140027,津市大門１０－２１,,
三重県,津市,子育てひろばにこにこらんど,5100311,津市河芸町三行989,,
三重県,津市,子育て応援広場 はぐはぐ,5141101,津市久居明神町風早２６６０,,
三重県,津市,子育て支援センター わくわくの森,5140816,津市高茶屋小森上野町字野田７８２番地,,
三重県,津市,子育て支援センター「ひろば」,5140824,津市神戸１５４番９,,
三重県,津市,子育て支援センターどんぐり,5141131,津市久居西鷹跡町365-11,,
三重県,津市,子育て支援センターわくわくの森,5170502,志摩市阿児町神明878番地78,,
三重県,津市,川合保育園子育て支援ルーム,5152515,津市一志町八太1017-1,,
三重県,津市,愛子育てひろば,5140101,津市白塚町5334,,
三重県,津市,桜橋子育て支援センター,5140003,津市桜橋三丁目204,,
三重県,津市,津よいっ子クラブ,5140055,津市南河路２４６番地,,
三重県,津市,津市白山こども園子育て支援センター,5152611,津市白山町南出４９３,,
三重県,津市,津市白山保育園子育て支援センター,5152611,津市白山町南出493,,
三重県,津市,浜っ子幼児園子育て支援センター,5140311,津市香良洲町5722,,
三重県,津市,芸濃子育て支援センターぷちぷち,5142211,津市芸濃町椋本6146-2 げいのうわんぱｰく交流ﾌﾟﾗｻﾞ内,,
三重県,津市,香良洲浜っ子幼児園子育て支援センター,,津市香良洲町５７２２,,
三重県,熊野市,熊野市子育て支援センター,5194327,熊野市金山町２４８３－１,,
三重県,玉城町,玉城町子育て総合支援室,5190433,度会郡玉城町勝田4876-1,,
三重県,紀北町,まんぼう,5193400,北牟婁郡紀北町紀伊長島区長島１２２６,,
三重県,紀北町,加藤小児科子育てサポートセンターぞうさん,5193400,北牟婁郡紀北町紀伊長島区東長島５９２番地,,
三重県,紀宝町,紀宝町子育て支援センター,5195712,南牟婁郡紀宝町神内277番地2,0735-32-4688,town.kiho.lg.jp/.../child_rearing_support_center/
三重県,菰野町,地域子育て支援センター ユーカリ,5101233,三重郡菰野町大字菰野２２６８－５,,
三重県,菰野町,子育て支援センター けやき,5101253,三重郡菰野町大字潤田１２８１,,
三重県,菰野町,菰野町北部子育て支援センター,5101233,菰野町大字田光４２９３番地,,
三重県,鈴鹿市,「スマイルキッズ」,5130026,鈴鹿市竹野町305-2 竹野の森こども園内,,
三重県,鈴鹿市,「ハピーの広場」,5100235,鈴鹿市南江島町6-17,,
三重県,鈴鹿市,「プラス ドゥ 元気っ子」,5190314,鈴鹿市長澤町1095,,
三重県,鈴鹿市,「愛あい」,5130818,鈴鹿市安塚町787-3,,
三重県,鈴鹿市,つどいの広場 おひさま,5130806,鈴鹿市算所２丁目１－２０,,
三重県,鈴鹿市,つどいの広場 サラダの国,5130042,鈴鹿市長太旭町２－３－６,,
三重県,鈴鹿市,つどいの広場 プラス ドゥ 元気っ子,5130000,鈴鹿市長沢町１０９５,,
三重県,鈴鹿市,スマイルキッズ,5130026,鈴鹿市竹野町３０５－２,,
三重県,鈴鹿市,ハピーの広場,5100235,鈴鹿市南江島町６－１７,,
三重県,鈴鹿市,ハーモニー,5130038,鈴鹿市十宮町283 河曲保育所内,,
三重県,鈴鹿市,乳幼児ママのホッとスペースnico*mama café,5100205,鈴鹿市稲生３－８－２,,
三重県,鈴鹿市,子育て支援センター ハーモニー,5130038,鈴鹿市十宮町２８３,,
三重県,鈴鹿市,愛あい,5130818,鈴鹿市安塚町字舞造３３１－７４,,
三重県,鈴鹿市,鈴鹿市つどいの広場 トゥインクル,5130817,鈴鹿市桜島町六丁目２０－３,,
三重県,鈴鹿市,鈴鹿市子育て支援センター りんりん,5100261,鈴鹿市御薗町４１３５－１２４,,
三重県,鳥羽市,鳥羽市子育て支援センター,5170012,鳥羽市池上町9番24号,,
