都道府県名,団体名拠点名,〒,住所
佐賀県,めぐみ保育園子育て支援センター,841-0072,鳥栖市村田町216
佐賀県,みどりヶ丘保育園子育て支援センター（みどりヶ丘保育園）,841-0084,鳥栖市山浦町2621-1
佐賀県,きやま子育て交流広場,841-0204,三養基郡基山町大字宮浦759番地1基山っ子みらい館
佐賀県,三田川児童館フルーツkids,842-0031,神埼郡吉野ヶ里町吉田58-1
佐賀県,神埼市地域子育て支援センター,842-0053,神埼市千代田直鳥57-1
佐賀県,地域子育て支援センター くるみっこ,842-0103,吉野ヶ里町大曲3463-2(くるみ保育園内)
佐賀県,嬉野市子育て支援センター,843-0301,嬉野市嬉野町下宿乙1185(嬉野市役所)
佐賀県,なかよし広場,845-0002,小城市小城町畑田750(小城保健福祉ｾﾝﾀｰ･桜楽館内)
佐賀県,ゆうゆう広場,845-0021,小城市三日月町長神田1821-1(小城市児童ｾﾝﾀｰ内)
佐賀県,ひなたぼっこ（山本保育園）,847-0002,唐津市山本1702
佐賀県,子育て支援ほかほか（昭和幼稚園・なかよし保育園）,847-0015,唐津市北城内4-3
佐賀県,ころころらんど（すみれ幼稚園・虹の森保育園）,847-0022,唐津市鏡3769-105
佐賀県,ルーテルひろば（唐津ルーテルこども園）,847-0056,唐津市坊主町463
佐賀県,リョーちゃんひろば（リョーユー幼稚園）,847-0074,唐津市和多田先石12-30
佐賀県,ポッポの広場（呼子保育園）,847-0303,唐津市呼子町呼子字彦の上1745-1
佐賀県,エンゼルひろば（殿の浦愛児園）,847-0304,唐津市呼子町殿ﾉ浦1836-1
佐賀県,なごやか広場（なごや保育園）,847-0401,唐津市鎮西町名護屋4218-3
佐賀県,わんぱくサロン（町田保育園）,847-0821,唐津市町田3-10-6
佐賀県,カトリックひろば（唐津カトリック幼稚園）,847-0842,唐津市山下町1201-1
佐賀県,あおばのつどい（青葉保育園）,847-0861,唐津市二ﾀ子1-8-46
佐賀県,ひまわり広場（北波多第二保育園）,847-1202,唐津市北波多田中639-1
佐賀県,地域子育て支援 ひぜんすこやか広場（ひぜんこども園）,847-1526,唐津市肥前町入野1779-2
佐賀県,伊万里市子育て支援センター,848-0045,伊万里市松島町391-1(伊万里市民ｾﾝﾀｰ内)
佐賀県,子育て支援センター さくらんぼ（さくらの杜保育園）,849-0113,みやき町東尾6437-1
佐賀県,であいの広場,849-0306,小城市牛津町勝1221-1(牛津保健福祉ｾﾝﾀｰ･ｱｲﾙ内)
佐賀県,あおぞら（あおぞら保育園）,849-0915,佐賀市兵庫町藤木1465-2
佐賀県,三光保育園地域子育て支援センター「さんこうぽぽら」（三光保育園）,849-0926,佐賀市若宮1-13-17
佐賀県,えだまめ（開成保育園）,849-0932,佐賀市鍋島町八戸溝1578-1
佐賀県,なべしまサロン 「どんぐり」（鍋島保育園）,849-0934,佐賀市開成1-3-1
佐賀県,白石町地域子育て支援センターゆめてらす,849-1204,白石町大字坂田253-1(白石町交流館内)
佐賀県,鹿島市子育て支援センター,849-1311,鹿島市高津原4368-1(鹿島市民交流ﾌﾟﾗｻﾞ･かたらい4階)
佐賀県,武雄市子育て総合支援センター,849-2201,武雄市北方町志久1674-2(北方保健ｾﾝﾀｰ内)
佐賀県,にこにこ広場（相知エルアンこども園）,849-3218,唐津市相知町中山3600-16
佐賀県,子育てひろば、なかよしひろば（双葉保育園）,849-5131,唐津市浜玉町浜崎392-2
長崎県,壱岐こどもセンター,811-5133,壱岐市郷ﾉ浦町本村触93
長崎県,かざはやひろば,811-5532,壱岐市勝本町大久保触1736-2
長崎県,地域子育て支援センターしんあい,817-0011,対馬市厳原町宮谷69-4
長崎県,地域子育て支援センターアップル,817-0023,対馬市厳原町田渕933
長崎県,美津島町地域子育て支援センター,817-0322,対馬市美津島町雞知甲1028-1
長崎県,アップルかみつしま,817-1701,対馬市上対馬町比田勝578
長崎県,梅香崎地区子育て支援センター「ひなたぼっこ」,850-0918,長崎市大浦町7-2
長崎県,橘地区子育て支援センター「風の子らんど」,851-0113,長崎市戸石町500-574
長崎県,東長崎地区子育て支援センター「きずな」,851-0133,長崎市矢上町19-1
長崎県,三和地区子育て支援センター「ぴっぴ」,851-0403,長崎市布巻町111-1
長崎県,時津町子育て支援センター,851-2101,西彼杵郡時津町西時津郷1000-10
長崎県,時津北子育て支援センター,851-2108,西彼杵郡時津町日並郷2320
長崎県,でんでんくらぶ,851-2126,西彼杵郡長与町吉無田郷1221-155
長崎県,おひさまひろば,851-2127,西彼杵郡長与町高田郷2005-2
長崎県,さくらんぼ,851-2128,西彼杵郡長与町嬉里郷675
長崎県,黒崎聖母保育園「つばめサークル」,851-2324,長崎市上黒崎町48-1
長崎県,中央保育園「ひまわり広場」,851-3103,長崎市琴海戸根町2573-1
長崎県,かめっこくらぶ,851-3304,西海市西彼町上岳郷148
長崎県,子育て支援センターわくわくひろば,851-3422,西海市西彼町小迎郷2734-1
長崎県,西彼保育園子育て支援センターエンゼルクラブ,851-3425,西海市西彼町平山郷2324-15
長崎県,瀬川保育園支援センター,851-3501,西海市西海町丹納郷2766-5
長崎県,子育て支援センターたんぽぽ,851-3502,西海市西海町川内郷1093
長崎県,子育て支援センターぽっぽ,851-3505,西海市西海町太田和郷907-1
長崎県,ピヨピヨクラブ,853-0005,五島市末広町2番地6
長崎県,五島市子育て支援センター,853-0033,五島市木場町653番地2
長崎県,いちごクラブ,853-0051,五島市平蔵町2455
長崎県,くるみの家,854-0031,諫早市小野島町2053
長崎県,諫早市中央子育て支援センター,854-0047,諫早市野中町508-7
長崎県,支援センターいちご,854-0055,諫早市栗面町315
長崎県,子育て支援センターほしのこ,854-0074,諫早市山川町35-2(ほんだ歯科)
長崎県,すぎのこ保育園子育て支援センター,854-0301,雲仙市愛野町甲634-1
長崎県,なかよしチャット,854-0402,雲仙市千々石町乙226-1
長崎県,子育て支援センターすくすくルーム,854-0514,雲仙市小浜町北本町207
長崎県,串山保育園子育て支援スペース,854-0701,雲仙市南串山町甲2783-2
長崎県,地域子育て支援センター,854-0703,雲仙市南串山町丙9805
長崎県,ころころクラブ,855-0007,島原市津吹町乙1380-3
長崎県,清華Babyぱんたか,855-0031,島原市前浜町甲15-2
長崎県,みどり子育て支援センター,855-0066,島原市柿の木町4022-1
長崎県,子育て支援室,855-0812,島原市霊南二丁目45
長崎県,くるみの家,855-0843,島原市新山二丁目8934-1
長崎県,地域子育て支援センター”しゅんよう”,855-0854,島原市萩が丘一丁目5624-2
長崎県,ライオンキッズ,856-0028,大村市坂口町376-1
長崎県,ひまわりキッズ,856-0046,大村市木場1-996-1
長崎県,にこにこ子育てサロン,856-0803,大村市竹松町713-3
長崎県,こぱん,856-0806,大村市富の原2-84-3
長崎県,なつみかん,856-0817,大村市古賀島町133-26
長崎県,おむらんど,856-0832,大村市本町326-1
長崎県,わいわいらんど,856-0845,大村市大里町30-3
長崎県,子ども発達センター,857-0053,佐世保市常盤町6番1号ｻﾝｸﾙ4番館
長崎県,わいわい広場(中部子育て支援センター),857-0851,佐世保市稲荷町2-25
長崎県,親子ひろばよんぶらこ,857-0871,佐世保市本島町4-15
長崎県,菫ヶ丘幼児園地域子育て支援センター,857-1152,佐世保市黒髪町2-10
長崎県,ゆりかご,857-2223,西海市西海町七釜郷1888
長崎県,認定こども園遊林保育園子育て支援センター,857-2303,西海市大瀬戸町瀬戸西浜郷63
長崎県,子育て支援事業のびのびサークル,857-2312,西海市大瀬戸町多以良内郷1336-1
長崎県,大島子育て支援センター,857-2404,西海市大島町1766
長崎県,有川子育て支援センター,857-4211,新上五島町有川郷2250-1
長崎県,青方子育て支援センター,857-4404,新上五島町青方郷1237番地1
長崎県,わいわい広場(北部子育て支援センター),858-0915,佐世保市上相浦町5-13
長崎県,日野子育て支援センター,858-0923,佐世保市日野町780-5
長崎県,親子のひろば「アイアイ」,859-0401,諫早市多良見町化屋759-7
長崎県,ピヨちゃんクラブ,859-1111,雲仙市吾妻町馬場名416
長崎県,子育て支援センターアリス,859-1213,雲仙市瑞穂町伊福甲201
長崎県,子育て支援センターみるきぃ,859-1321,雲仙市国見町多比良甲1146-1
長崎県,心香子育て支援センターたからっこ,859-1415,島原市有明町大三東戊452-1
長崎県,子育て支援センターらぴゅた,859-1502,南島原市深江町乙1131-1
長崎県,深江保育園支援センターみずすまし,859-1503,南島原市深江町丙1060-3
長崎県,子育て支援センターはやて,859-1504,南島原市深江町丁5343
長崎県,子育て支援センターラポール,859-1505,南島原市深江町戊2975番地9
長崎県,子育て支援センターひよこ,859-2111,南島原市布津町甲675-4
長崎県,子育て支援センターリリパット,859-2112,南島原市布津町乙2074番地第1
長崎県,地域子育て支援センター杏クラブ,859-2202,南島原市有家町山川324番地1
長崎県,有家子育て支援センター,859-2202,南島原市有家町山川69番地6
長崎県,子育て支援センターほっと,859-2212,南島原市西有家町須川1153-1
長崎県,長野子育て支援ポエム,859-2215,南島原市西有家町長野1094-1
長崎県,蓮の実クラブ,859-2316,南島原市南有馬町己198-1
長崎県,南有馬子育て支援センター,859-2412,南島原市南有馬町乙1604-13
長崎県,たまみねすくすくサロン,859-2502,南島原市口之津町甲1617
長崎県,子育て支援センターたんぽぽ,859-2503,南島原市口之津町丁4188-2
長崎県,お宮の子育て支援センター,859-2601,南島原市加津佐町己2640
長崎県,子育て支援センターあたご,859-2604,南島原市加津佐町丙96
長崎県,わいわい広場(東部子育て支援センター),859-3223,佐世保市広田2丁目1-1
長崎県,ルンビニ子育て支援センター,859-3226,佐世保市崎岡町2821
長崎県,きしゃぽっぽ,859-3613,東彼杵郡川棚町上組郷1587-38
長崎県,子育て支援センターちびちび,859-3614,東彼杵郡川棚町中組郷1077
長崎県,波佐見町子育て支援センター,859-3711,東彼杵郡波佐見町井石郷2255番地2
長崎県,愛の園保育所(あいちゃん広場),859-5152,平戸市鏡川町361
長崎県,おはし子育て支援サークル,859-6311,佐世保市吉井町橋川内481-3
長崎県,ゆりかごくらぶ,859-6408,佐世保市世知原町栗迎120-26
熊本県,池上子育て支援センター,860-0048,熊本市西区池上町1226-1 池上保育園内
熊本県,京町台子育て支援センター,860-0082,熊本市西区池田1-2-1 京町台保育園内
熊本県,総合子育て支援センター,860-0811,熊本市中央区本荘6-16-24 本荘保育園3階
熊本県,街なか子育てひろば,860-0845,熊本市中央区上通町2-3 熊本市現代美術館内
熊本県,あゆみ子どもセンター,861-0000,熊本市北区武蔵ヶ丘1-4-32 あゆみ保育園内
熊本県,植木子育て支援センター,861-0103,熊本市北区植木町清水1067-3 山本保育園内
熊本県,植木つどいの広場,861-0136,熊本市北区植木町岩野285-29 かがやき館内児童交流室
熊本県,植木和幸子育て支援センター「わくわく」,861-0144,熊本市北区植木町平野323-2 和幸保育園内
熊本県,鹿本子育て支援センター,861-0331,山鹿市鹿本町来民686-1 鹿本総合支所内
熊本県,菊鹿子育て支援センター,861-0406,山鹿市菊鹿町下内田165 菊鹿公民館内
熊本県,山鹿子育て支援センター,861-0519,山鹿市川端町402 山鹿保育園内
熊本県,つどいの広場,861-0521,山鹿市小坂2238
熊本県,鹿央子育て支援センター,861-0565,山鹿市鹿央町合里158-1 鹿央町多目的研修ｾﾝﾀｰ内
熊本県,鹿北子育て支援センター,861-0601,山鹿市鹿北町四丁1612 
熊本県,南関町子育て支援センターメイプル,861-0811,玉名郡南関町小原1821-1 南関こどもの丘保育園内
